"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 20, 2018","381.03","379.77","382.30","379.62","-","1.05%"
"Sep 19, 2018","377.06","373.87","378.67","373.43","-","1.12%"
"Sep 18, 2018","372.89","373.79","375.43","371.78","-","0.05%"
"Sep 17, 2018","372.70","371.45","374.92","371.45","-","0.29%"
"Sep 14, 2018","371.61","372.44","373.09","370.62","-","-0.04%"
"Sep 13, 2018","371.77","372.27","374.48","371.54","-","0.32%"
"Sep 12, 2018","370.57","370.67","372.30","369.02","-","0.01%"
"Sep 11, 2018","370.53","368.09","371.51","366.36","-","0.19%"
"Sep 10, 2018","369.83","370.51","371.88","369.70","-","0.09%"
"Sep 07, 2018","369.51","369.66","370.72","367.00","-","-0.54%"
"Sep 06, 2018","371.50","371.18","373.86","369.19","-","0.18%"
"Sep 05, 2018","370.84","368.56","371.75","367.49","-","0.61%"
"Sep 04, 2018","368.59","370.94","370.94","366.68","-","-0.81%"
"Aug 31, 2018","371.60","371.95","374.09","370.52","-","-0.26%"
"Aug 30, 2018","372.56","376.66","376.66","371.36","-","-1.25%"
"Aug 29, 2018","377.29","374.45","378.10","373.05","-","0.73%"
"Aug 28, 2018","374.55","376.38","378.20","373.36","-","-0.35%"
"Aug 27, 2018","375.85","370.89","377.13","370.89","-","1.47%"
"Aug 24, 2018","370.40","367.26","371.19","367.26","-","1.22%"
"Aug 23, 2018","365.95","367.78","367.80","364.88","-","-0.70%"
"Aug 22, 2018","368.52","370.49","370.58","367.91","-","-0.45%"
"Aug 21, 2018","370.17","369.04","371.97","368.90","-","0.39%"
"Aug 20, 2018","368.75","367.20","369.41","367.01","-","0.72%"
"Aug 17, 2018","366.13","363.45","366.86","362.80","-","0.74%"
"Aug 16, 2018","363.45","363.36","365.46","363.17","-","0.62%"
"Aug 15, 2018","361.22","364.04","364.04","357.31","-","-1.55%"
"Aug 14, 2018","366.91","364.84","368.85","364.84","-","0.76%"
"Aug 13, 2018","364.13","368.80","369.62","362.62","-","-1.04%"
"Aug 10, 2018","367.96","372.16","372.16","367.46","-","-1.43%"
"Aug 09, 2018","373.30","372.69","375.21","372.69","-","0.50%"
"Aug 08, 2018","371.45","372.65","373.98","370.99","-","-0.31%"
"Aug 07, 2018","372.59","372.30","374.86","372.07","-","0.26%"
"Aug 06, 2018","371.64","368.46","372.87","367.78","-","0.10%"
"Aug 03, 2018","371.26","369.18","371.72","369.16","-","0.86%"
"Aug 02, 2018","368.08","366.93","368.30","363.79","-","-0.72%"
