"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2008","147.93","145.42","148.30","145.42","82.73M","1.73%"
"Dec 30, 2008","145.42","143.09","145.42","143.09","65.40M","1.63%"
"Dec 29, 2008","143.09","143.08","143.15","141.09","55.10M","-0.08%"
"Dec 26, 2008","143.20","142.46","144.19","142.46","28.77M","0.52%"
"Dec 24, 2008","142.46","141.44","142.76","141.44","24.03M","0.69%"
"Dec 23, 2008","141.49","143.91","144.44","141.14","79.31M","-1.68%"
"Dec 22, 2008","143.91","144.44","145.53","141.79","95.92M","-0.37%"
"Dec 19, 2008","144.44","144.54","147.59","144.24","138.29M","-0.10%"
"Dec 18, 2008","144.58","143.41","147.18","143.41","122.96M","0.82%"
"Dec 17, 2008","143.41","147.73","147.73","143.30","110.41M","-2.92%"
"Dec 16, 2008","147.73","142.64","147.77","142.64","114.55M","3.57%"
"Dec 15, 2008","142.64","144.99","145.47","140.99","78.42M","-1.62%"
"Dec 12, 2008","144.99","144.31","145.22","141.00","93.23M","0.47%"
"Dec 11, 2008","144.31","145.48","147.94","143.18","90.15M","-0.84%"
"Dec 10, 2008","145.53","142.91","146.10","142.91","84.75M","1.83%"
"Dec 09, 2008","142.91","145.57","146.00","142.22","88.93M","-1.83%"
"Dec 08, 2008","145.57","144.24","147.56","143.19","109.44M","0.80%"
"Dec 05, 2008","144.42","141.19","144.84","135.77","122.54M","2.29%"
"Dec 04, 2008","141.19","147.87","147.87","139.26","112.40M","-4.57%"
"Dec 03, 2008","147.95","144.77","148.21","142.62","136.13M","2.20%"
"Dec 02, 2008","144.77","141.74","145.12","140.66","127.11M","2.14%"
"Dec 01, 2008","141.74","151.66","151.66","141.74","100.32M","-6.54%"
"Nov 28, 2008","151.66","148.83","151.66","148.59","40.39M","1.90%"
"Nov 26, 2008","148.83","147.91","149.44","144.50","98.55M","0.55%"
"Nov 25, 2008","148.01","146.85","150.96","145.06","128.97M","0.74%"
"Nov 24, 2008","146.93","144.83","150.07","143.42","140.59M","1.43%"
"Nov 21, 2008","144.86","133.16","145.12","133.16","188.47M","8.79%"
"Nov 20, 2008","133.16","139.90","142.27","131.75","180.14M","-4.82%"
"Nov 19, 2008","139.90","144.49","147.57","139.90","121.93M","-3.18%"
"Nov 18, 2008","144.50","144.25","146.32","140.12","110.95M","0.17%"
"Nov 17, 2008","144.25","144.89","148.78","141.81","102.01M","-0.44%"
"Nov 14, 2008","144.89","149.32","151.60","142.39","129.09M","-2.97%"
"Nov 13, 2008","149.32","139.12","149.32","137.09","166.32M","7.33%"
"Nov 12, 2008","139.12","142.70","142.70","138.35","98.34M","-2.75%"
"Nov 11, 2008","143.06","142.78","145.49","139.17","96.33M","0.20%"
"Nov 10, 2008","142.78","147.10","149.36","140.63","89.85M","-2.94%"
"Nov 07, 2008","147.10","139.86","147.10","139.86","98.71M","5.07%"
"Nov 06, 2008","140.00","145.72","146.13","138.15","130.50M","-3.97%"
"Nov 05, 2008","145.79","151.76","151.76","145.40","112.23M","-3.99%"
"Nov 04, 2008","151.85","148.49","153.39","148.49","112.44M","2.26%"
"Nov 03, 2008","148.49","148.06","149.21","145.50","100.68M","0.29%"
"Oct 31, 2008","148.06","150.52","151.34","146.39","137.56M","-1.63%"
"Oct 30, 2008","150.52","144.12","151.01","144.12","113.50M","4.32%"
"Oct 29, 2008","144.29","149.03","149.99","144.04","121.19M","-3.20%"
"Oct 28, 2008","149.06","134.58","149.09","134.04","139.34M","10.76%"
"Oct 27, 2008","134.58","139.36","140.62","134.56","117.58M","-3.43%"
"Oct 24, 2008","139.36","144.02","144.02","134.15","131.97M","-3.24%"
"Oct 23, 2008","144.02","137.44","146.18","134.21","163.65M","4.79%"
"Oct 22, 2008","137.44","146.16","146.16","133.31","127.99M","-5.97%"
"Oct 21, 2008","146.16","151.78","151.78","145.22","96.77M","-3.70%"
"Oct 20, 2008","151.78","140.46","151.78","139.86","120.38M","8.06%"
"Oct 17, 2008","140.46","139.08","147.63","135.17","143.58M","0.99%"
"Oct 16, 2008","139.08","133.98","139.21","128.79","174.46M","3.81%"
"Oct 15, 2008","133.98","145.91","145.91","133.95","140.49M","-8.18%"
"Oct 14, 2008","145.91","147.66","153.70","139.50","177.39M","-1.19%"
"Oct 13, 2008","147.66","130.07","147.68","130.07","135.57M","13.52%"
"Oct 10, 2008","130.07","136.77","136.77","118.06","238.51M","-4.90%"
"Oct 09, 2008","136.77","145.75","147.45","136.77","166.04M","-6.16%"
"Oct 08, 2008","145.75","148.51","150.70","143.49","202.40M","-1.91%"
"Oct 07, 2008","148.59","154.42","157.63","148.43","166.08M","-3.78%"
"Oct 06, 2008","154.42","163.07","163.17","149.94","160.98M","-5.30%"
"Oct 03, 2008","163.07","164.18","168.71","162.50","127.79M","-0.68%"
"Oct 02, 2008","164.18","168.68","168.72","163.47","119.52M","-2.67%"
"Oct 01, 2008","168.68","168.00","169.31","164.97","91.51M","0.40%"
"Sep 30, 2008","168.00","165.93","168.61","165.34","115.75M","1.25%"
"Sep 29, 2008","165.93","174.49","174.49","165.08","155.43M","-4.91%"
"Sep 26, 2008","174.49","176.02","176.02","172.25","74.81M","-0.94%"
"Sep 25, 2008","176.14","171.63","177.11","171.63","80.92M","2.63%"
"Sep 24, 2008","171.63","171.34","171.74","168.72","75.72M","0.17%"
"Sep 23, 2008","171.34","173.27","174.83","171.14","86.93M","-1.17%"
"Sep 22, 2008","173.36","176.92","177.13","173.01","108.30M","-2.01%"
"Sep 19, 2008","176.92","172.07","178.75","172.06","190.41M","2.82%"
"Sep 18, 2008","172.07","166.42","172.97","166.42","213.93M","3.40%"
"Sep 17, 2008","166.42","175.78","175.78","166.27","196.17M","-5.32%"
"Sep 16, 2008","175.78","177.66","177.92","168.03","209.21M","-1.06%"
"Sep 15, 2008","177.66","183.45","183.45","177.61","112.47M","-3.16%"
"Sep 12, 2008","183.45","180.96","184.19","180.20","93.34M","1.38%"
"Sep 11, 2008","180.96","178.76","181.04","175.96","107.88M","1.20%"
"Sep 10, 2008","178.81","177.57","179.73","177.49","105.64M","0.70%"
"Sep 09, 2008","177.57","183.25","183.94","177.57","142.66M","-3.10%"
"Sep 08, 2008","183.25","178.73","183.26","178.73","101.85M","2.42%"
"Sep 05, 2008","178.92","182.48","182.48","177.71","108.57M","-1.95%"
"Sep 04, 2008","182.48","184.64","185.32","181.86","99.56M","-1.21%"
"Sep 03, 2008","184.71","187.51","187.51","183.96","90.34M","-1.49%"
"Sep 02, 2008","187.51","190.18","191.58","187.19","78.82M","-1.40%"
"Aug 29, 2008","190.18","193.78","193.78","190.18","52.01M","-1.86%"
"Aug 28, 2008","193.78","192.62","193.78","192.25","55.16M","0.60%"
"Aug 27, 2008","192.62","191.02","192.94","191.01","49.10M","0.72%"
"Aug 26, 2008","191.24","189.08","191.72","188.92","61.09M","1.14%"
"Aug 25, 2008","189.08","191.19","191.19","188.34","53.64M","-1.10%"
"Aug 22, 2008","191.19","190.75","192.05","190.71","48.01M","0.23%"
"Aug 21, 2008","190.75","188.76","191.32","187.93","67.20M","1.05%"
"Aug 20, 2008","188.76","187.56","188.84","186.59","65.37M","0.63%"
"Aug 19, 2008","187.57","187.38","187.92","186.87","64.54M","0.10%"
"Aug 18, 2008","187.38","187.19","188.57","186.73","63.29M","0.10%"
"Aug 15, 2008","187.19","186.05","187.26","186.05","74.61M","0.61%"
"Aug 14, 2008","186.05","188.49","188.49","185.21","69.58M","-1.29%"
"Aug 13, 2008","188.49","186.72","189.08","186.39","78.61M","0.77%"
"Aug 12, 2008","187.05","191.02","191.02","186.20","100.18M","-2.08%"
"Aug 11, 2008","191.02","189.24","191.72","187.84","92.32M","0.90%"
"Aug 08, 2008","189.31","186.74","189.31","185.68","98.36M","1.38%"
"Aug 07, 2008","186.74","187.07","189.71","184.90","115.37M","-0.18%"
"Aug 06, 2008","187.07","187.64","189.80","186.29","96.21M","-0.39%"
"Aug 05, 2008","187.80","184.97","188.43","183.70","111.07M","1.49%"
"Aug 04, 2008","185.05","187.33","188.55","185.05","95.70M","-1.22%"
"Aug 01, 2008","187.33","193.77","193.99","187.31","94.68M","-3.32%"
