"Date","Price","Open","High","Low","Vol.","Change %"
"May 30, 2008","154.34","154.58","155.55","154.10","84.78M","-0.24%"
"May 29, 2008","154.71","151.94","155.74","151.30","91.35M","1.82%"
"May 28, 2008","151.94","149.47","152.05","149.47","97.86M","1.65%"
"May 27, 2008","149.47","148.47","150.41","147.46","81.29M","0.67%"
"May 23, 2008","148.47","150.58","150.58","147.81","74.57M","-1.40%"
"May 22, 2008","150.58","149.78","151.73","149.27","68.91M","0.53%"
"May 21, 2008","149.78","151.94","152.02","149.24","90.08M","-1.42%"
"May 20, 2008","151.94","155.99","155.99","151.44","89.69M","-2.60%"
"May 19, 2008","155.99","154.58","156.56","153.47","95.48M","0.91%"
"May 16, 2008","154.58","154.54","154.99","153.33","83.84M","0.03%"
"May 15, 2008","154.54","153.79","154.86","152.73","82.28M","0.49%"
"May 14, 2008","153.79","151.75","155.52","151.75","112.17M","1.34%"
"May 13, 2008","151.75","151.45","153.03","151.24","73.78M","0.20%"
"May 12, 2008","151.45","150.15","151.66","149.96","117.96M","0.87%"
"May 09, 2008","150.15","150.67","151.35","148.33","136.04M","-0.35%"
"May 08, 2008","150.67","150.77","151.86","149.62","103.98M","-0.07%"
"May 07, 2008","150.77","153.16","153.20","150.36","148.73M","-1.59%"
"May 06, 2008","153.20","153.40","153.90","150.78","158.93M","-0.13%"
"May 05, 2008","153.40","154.20","154.20","151.67","163.26M","-0.52%"
"May 02, 2008","154.20","153.43","154.79","152.26","104.57M","0.50%"
"May 01, 2008","153.43","149.34","153.75","149.34","128.50M","2.74%"
"Apr 30, 2008","149.34","148.75","151.58","148.75","114.80M","0.40%"
"Apr 29, 2008","148.75","147.41","149.17","147.41","86.75M","0.91%"
"Apr 28, 2008","147.41","147.17","149.00","147.17","95.25M","0.16%"
"Apr 25, 2008","147.17","146.37","147.39","145.02","82.06M","0.55%"
"Apr 24, 2008","146.37","145.66","147.49","145.00","92.55M","0.49%"
"Apr 23, 2008","145.66","142.59","146.62","142.59","125.20M","2.15%"
"Apr 22, 2008","142.59","142.28","143.33","141.24","101.72M","0.22%"
"Apr 21, 2008","142.28","142.04","142.83","140.58","72.71M","0.17%"
"Apr 18, 2008","142.04","141.29","143.86","141.29","92.72M","0.53%"
"Apr 17, 2008","141.29","141.63","142.59","140.68","77.55M","-0.24%"
"Apr 16, 2008","141.63","139.74","142.34","139.74","91.89M","1.35%"
"Apr 15, 2008","139.74","139.87","140.92","138.92","95.59M","-0.09%"
"Apr 14, 2008","139.87","140.47","141.66","139.48","76.56M","-0.43%"
"Apr 11, 2008","140.47","142.92","142.92","140.12","88.66M","-1.71%"
"Apr 10, 2008","142.92","143.10","144.33","142.27","94.79M","-0.13%"
"Apr 09, 2008","143.10","145.58","146.11","141.87","97.61M","-1.70%"
"Apr 08, 2008","145.58","145.61","146.18","143.62","87.62M","-0.93%"
"Apr 07, 2008","146.94","145.42","147.68","145.42","109.75M","1.05%"
"Apr 04, 2008","145.42","147.67","147.67","144.68","91.19M","-1.52%"
"Apr 03, 2008","147.67","146.64","148.29","145.62","84.03M","0.70%"
"Apr 02, 2008","146.64","148.26","148.62","146.08","97.74M","-1.09%"
"Apr 01, 2008","148.26","143.79","148.58","143.79","119.56M","3.11%"
"Mar 31, 2008","143.79","141.35","144.93","141.35","115.24M","1.73%"
"Mar 28, 2008","141.35","141.92","143.74","141.20","105.27M","-0.40%"
"Mar 27, 2008","141.92","142.45","143.73","141.81","89.44M","-0.40%"
"Mar 26, 2008","142.49","143.86","143.86","141.07","125.98M","-0.95%"
"Mar 25, 2008","143.86","144.36","144.40","141.47","106.41M","-0.35%"
"Mar 24, 2008","144.36","140.16","145.08","140.16","92.75M","3.00%"
"Mar 20, 2008","140.16","136.37","140.55","135.57","150.95M","2.78%"
"Mar 19, 2008","136.37","139.37","140.16","136.29","115.59M","-2.15%"
"Mar 18, 2008","139.37","135.05","139.37","135.05","136.42M","3.20%"
"Mar 17, 2008","135.05","132.86","136.38","131.84","120.64M","1.65%"
"Mar 14, 2008","132.86","134.93","135.88","131.89","112.93M","-1.53%"
"Mar 13, 2008","134.93","134.56","136.31","131.63","110.69M","0.27%"
"Mar 12, 2008","134.56","137.15","137.54","134.20","130.62M","-1.89%"
"Mar 11, 2008","137.15","133.27","137.47","132.99","190.56M","2.91%"
"Mar 10, 2008","133.27","135.54","135.81","132.59","106.65M","-1.67%"
"Mar 07, 2008","135.54","135.62","136.93","134.06","120.91M","-0.06%"
"Mar 06, 2008","135.62","137.83","137.83","135.28","117.52M","-1.65%"
"Mar 05, 2008","137.90","136.12","138.75","135.96","147.44M","1.31%"
"Mar 04, 2008","136.12","137.40","137.40","133.98","122.73M","-0.93%"
"Mar 03, 2008","137.40","137.08","138.21","136.03","134.17M","0.23%"
"Feb 29, 2008","137.08","142.11","142.11","136.93","169.32M","-3.54%"
"Feb 28, 2008","142.11","140.45","144.19","137.50","216.09M","1.18%"
"Feb 27, 2008","140.45","142.21","142.51","140.22","99.45M","-1.24%"
"Feb 26, 2008","142.21","141.36","142.54","139.28","102.41M","0.60%"
"Feb 25, 2008","141.36","139.38","141.59","138.21","104.63M","1.42%"
"Feb 22, 2008","139.38","136.84","139.52","135.62","124.66M","1.86%"
"Feb 21, 2008","136.84","136.97","139.28","136.19","135.08M","-0.09%"
"Feb 20, 2008","136.97","141.00","141.00","131.98","313.80M","-2.86%"
"Feb 19, 2008","141.00","148.55","149.43","140.45","163.52M","-5.08%"
"Feb 15, 2008","148.55","148.73","148.84","147.52","90.57M","-0.12%"
"Feb 14, 2008","148.73","151.87","152.17","148.41","92.31M","-2.07%"
"Feb 13, 2008","151.87","147.51","152.32","147.51","115.37M","2.96%"
"Feb 12, 2008","147.51","144.81","148.61","144.81","109.97M","1.86%"
"Feb 11, 2008","144.81","142.91","144.98","140.99","84.75M","1.33%"
"Feb 08, 2008","142.91","144.73","144.73","141.55","111.99M","-1.26%"
"Feb 07, 2008","144.73","143.49","144.96","141.83","118.93M","0.86%"
"Feb 06, 2008","143.49","144.58","146.07","143.31","84.07M","-0.75%"
"Feb 05, 2008","144.58","151.12","151.12","144.58","101.28M","-4.33%"
"Feb 04, 2008","151.12","151.22","151.76","150.14","77.76M","-0.07%"
"Feb 01, 2008","151.22","151.63","152.62","150.14","85.03M","-0.27%"
"Jan 31, 2008","151.63","148.16","151.63","145.56","112.95M","2.34%"
"Jan 30, 2008","148.16","150.50","151.21","147.58","103.54M","-1.58%"
"Jan 29, 2008","150.54","145.27","150.68","145.27","125.62M","3.63%"
"Jan 28, 2008","145.27","141.54","145.29","138.99","122.32M","2.64%"
"Jan 25, 2008","141.54","143.05","145.09","141.23","112.77M","-1.06%"
"Jan 24, 2008","143.05","144.03","145.05","141.32","149.49M","-0.68%"
"Jan 23, 2008","144.03","142.32","144.63","132.78","220.06M","1.20%"
"Jan 22, 2008","142.32","144.05","144.05","136.13","184.26M","-1.20%"
"Jan 18, 2008","144.05","151.99","153.27","141.79","381.40M","-5.22%"
"Jan 17, 2008","151.99","155.17","155.88","151.52","134.10M","-2.05%"
"Jan 16, 2008","155.17","155.00","158.40","155.00","136.20M","0.11%"
"Jan 15, 2008","155.00","158.24","158.24","154.89","110.15M","-2.05%"
"Jan 14, 2008","158.24","156.76","158.87","156.76","82.92M","0.94%"
"Jan 11, 2008","156.76","161.30","161.30","155.63","100.60M","-2.81%"
"Jan 10, 2008","161.30","158.57","162.29","156.26","123.17M","1.72%"
"Jan 09, 2008","158.57","158.46","158.59","154.93","196.37M","0.07%"
"Jan 08, 2008","158.46","165.18","168.52","154.24","177.61M","-4.83%"
"Jan 07, 2008","166.50","164.20","167.69","164.20","104.81M","1.40%"
"Jan 04, 2008","164.20","166.73","167.26","164.12","88.90M","-1.52%"
"Jan 03, 2008","166.73","165.94","168.10","165.94","83.03M","0.48%"
"Jan 02, 2008","165.94","168.26","169.32","165.15","87.91M","-1.38%"
"Dec 31, 2007","168.26","171.17","171.17","167.98","68.61M","-1.70%"
"Dec 28, 2007","171.17","170.21","172.54","170.21","71.43M","0.56%"
"Dec 27, 2007","170.21","172.07","172.08","170.00","65.96M","-1.08%"
"Dec 26, 2007","172.07","169.89","172.54","169.27","60.26M","1.26%"
"Dec 24, 2007","169.93","169.37","170.20","169.19","31.25M","0.33%"
"Dec 21, 2007","169.37","165.88","169.90","165.88","143.15M","2.10%"
"Dec 20, 2007","165.88","164.65","166.03","164.08","82.58M","0.75%"
"Dec 19, 2007","164.65","166.57","166.94","163.38","115.62M","-1.15%"
"Dec 18, 2007","166.57","165.44","167.80","165.44","130.60M","0.68%"
"Dec 17, 2007","165.44","168.82","168.82","165.32","99.24M","-2.00%"
"Dec 14, 2007","168.82","171.17","171.17","168.75","108.03M","-1.37%"
"Dec 13, 2007","171.17","171.51","171.51","169.87","90.81M","-0.20%"
"Dec 12, 2007","171.51","166.44","173.19","166.44","146.95M","3.05%"
"Dec 11, 2007","166.44","164.87","170.97","164.87","123.34M","0.95%"
"Dec 10, 2007","164.87","165.82","166.09","164.64","78.73M","-0.57%"
"Dec 07, 2007","165.82","165.79","166.79","165.61","82.33M","0.02%"
"Dec 06, 2007","165.79","164.61","165.95","162.74","80.71M","0.69%"
"Dec 05, 2007","164.65","162.42","164.74","162.42","87.38M","1.34%"
"Dec 04, 2007","162.48","163.51","164.47","162.36","85.80M","-0.63%"
"Dec 03, 2007","163.51","163.23","164.75","162.35","65.20M","0.17%"
"Nov 30, 2007","163.23","161.75","164.01","161.58","97.68M","0.91%"
"Nov 29, 2007","161.75","159.94","162.09","159.76","84.84M","1.13%"
"Nov 28, 2007","159.94","156.57","160.63","156.57","122.04M","2.15%"
"Nov 27, 2007","156.57","155.61","157.69","154.74","107.50M","0.62%"
