"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 22, 2001","402.01","402.01","402.01","402.01","-","1.90%"
"Jan 19, 2001","394.50","394.50","394.50","394.50","-","-1.15%"
"Jan 18, 2001","399.09","399.09","399.09","399.09","-","1.35%"
"Jan 17, 2001","393.79","393.79","393.79","393.79","-","-2.29%"
"Jan 16, 2001","403.00","403.00","403.00","403.00","-","1.46%"
"Jan 12, 2001","397.20","397.20","397.20","397.20","-","1.05%"
"Jan 11, 2001","393.09","393.09","393.09","393.09","-","-1.97%"
"Jan 10, 2001","400.99","400.99","400.99","400.99","-","-1.19%"
"Jan 09, 2001","405.82","405.82","405.82","405.82","-","2.10%"
"Jan 08, 2001","397.48","397.48","397.48","397.48","-","-0.08%"
"Jan 05, 2001","397.80","397.80","397.80","397.80","-","-0.35%"
"Jan 04, 2001","399.21","399.21","399.21","399.21","-","-4.70%"
"Jan 03, 2001","418.89","418.89","418.89","418.89","-","-3.67%"
"Jan 02, 2001","434.87","434.87","434.87","434.87","-","-1.82%"
"Dec 29, 2000","442.92","442.92","442.92","442.92","-","-0.46%"
"Dec 28, 2000","444.98","444.98","444.98","444.98","-","1.61%"
"Dec 27, 2000","437.93","437.93","437.93","437.93","-","0.96%"
"Dec 26, 2000","433.77","433.77","433.77","433.77","-","1.76%"
"Dec 22, 2000","426.28","426.28","426.28","426.28","-","0.28%"
"Dec 21, 2000","425.08","425.08","425.08","425.08","-","-1.76%"
"Dec 20, 2000","432.70","432.70","432.70","432.70","-","0.17%"
"Dec 19, 2000","431.98","431.98","431.98","431.98","-","1.09%"
"Dec 18, 2000","427.34","427.34","427.34","427.34","-","1.09%"
"Dec 15, 2000","422.72","422.72","422.72","422.72","-","-0.98%"
"Dec 14, 2000","426.92","426.92","426.92","426.92","-","-0.69%"
"Dec 13, 2000","429.90","429.90","429.90","429.90","-","1.69%"
"Dec 12, 2000","422.75","422.75","422.75","422.75","-","0.04%"
"Dec 11, 2000","422.58","422.58","422.58","422.58","-","0.12%"
"Dec 08, 2000","422.06","422.06","422.06","422.06","-","0.39%"
"Dec 07, 2000","420.41","420.41","420.41","420.41","-","0.51%"
"Dec 06, 2000","418.28","418.28","418.28","418.28","-","-2.26%"
"Dec 05, 2000","427.97","427.97","427.97","427.97","-","0.04%"
"Dec 04, 2000","427.78","427.78","427.78","427.78","-","1.34%"
"Dec 01, 2000","422.13","422.13","422.13","422.13","-","-2.10%"
"Nov 30, 2000","431.20","431.20","431.20","431.20","-","-1.74%"
"Nov 29, 2000","438.85","438.85","438.85","438.85","-","1.69%"
"Nov 28, 2000","431.57","431.57","431.57","431.57","-","0.93%"
"Nov 27, 2000","427.60","427.60","427.60","427.60","-","2.73%"
"Nov 24, 2000","416.25","416.25","416.25","416.25","-","-0.58%"
"Nov 22, 2000","418.67","418.67","418.67","418.67","-","-0.89%"
"Nov 21, 2000","422.42","422.42","422.42","422.42","-","1.30%"
"Nov 20, 2000","417.01","417.01","417.01","417.01","-","0.17%"
"Nov 17, 2000","416.30","416.30","416.30","416.30","-","-0.16%"
"Nov 16, 2000","416.97","416.97","416.97","416.97","-","-0.84%"
"Nov 15, 2000","420.50","420.50","420.50","420.50","-","0.89%"
"Nov 14, 2000","416.79","416.79","416.79","416.79","-","1.77%"
"Nov 13, 2000","409.54","409.54","409.54","409.54","-","-3.40%"
"Nov 10, 2000","423.96","423.96","423.96","423.96","-","0.31%"
"Nov 09, 2000","422.65","422.65","422.65","422.65","-","-0.42%"
"Nov 08, 2000","424.43","424.43","424.43","424.43","-","1.83%"
"Nov 07, 2000","416.79","416.79","416.79","416.79","-","-0.70%"
"Nov 06, 2000","419.74","419.74","419.74","419.74","-","1.33%"
"Nov 03, 2000","414.23","414.23","414.23","414.23","-","-0.53%"
"Nov 02, 2000","416.43","416.43","416.43","416.43","-","-0.25%"
"Nov 01, 2000","417.49","417.49","417.49","417.49","-","0.82%"
"Oct 31, 2000","414.08","414.08","414.08","414.08","-","0.08%"
"Oct 30, 2000","413.74","413.74","413.74","413.74","-","0.73%"
"Oct 27, 2000","410.73","410.73","410.73","410.73","-","-1.21%"
"Oct 26, 2000","415.77","415.77","415.77","415.77","-","-0.19%"
"Oct 25, 2000","416.56","416.56","416.56","416.56","-","2.16%"
"Oct 24, 2000","407.77","407.77","407.77","407.77","-","-0.97%"
"Oct 23, 2000","411.75","411.75","411.75","411.75","-","2.31%"
"Oct 20, 2000","402.45","402.45","402.45","402.45","-","0.62%"
"Oct 19, 2000","399.96","399.96","399.96","399.96","-","-1.51%"
"Oct 18, 2000","406.08","406.08","406.08","406.08","-","-0.89%"
